unit,cycle,day,fault_mode,severity_level,avg_detectivity,NETD_mK,SiTF,signal_gain,read_noise_index,label
IRCLT-0001,22,60,normal,normal,19576197114.60479,14.832398205160306,0.9608234047976402,0.9608234047976402,1.0227497385141633,normal
IRCLT-0001,23,65,normal,normal,19933202529.86346,14.005885633492118,0.9739749108621552,0.9739749108621552,1.0174051842479437,normal
IRCLT-0001,24,68,normal,normal,19958581491.87508,13.685921379856,1.0035344235995516,1.0035344235995516,0.9895266293138448,normal
IRCLT-0001,25,71,normal,normal,19490434857.113007,14.189564084833416,0.997955216302507,0.997955216302507,0.9919274566630218,normal
IRCLT-0001,26,73,normal,normal,19967013361.977955,14.99948514730359,0.9796180142412252,0.9796180142412252,1.0097798759093135,normal
IRCLT-0001,27,76,normal,normal,19321795968.103268,14.868145211578527,0.9792977776012224,0.9792977776012224,1.0187594398028932,normal
IRCLT-0001,28,78,normal,normal,21552232599.562923,14.299648375239917,0.9758851921792489,0.9758851921792489,1.0118482342381816,normal
IRCLT-0001,29,79,normal,normal,21809629958.534203,13.96831131495446,0.9818515365619098,0.9818515365619098,1.0111075473659752,normal
IRCLT-0001,30,81,normal,normal,20083085974.710133,13.97753910851151,0.9475432822421822,0.9475432822421822,1.0118389032022967,normal
IRCLT-0001,31,86,normal,normal,20352651463.527287,14.31236592705145,0.9807001230914364,0.9807001230914364,1.002584332517242,normal
IRCLT-0001,32,91,normal,normal,21895741313.374622,14.756472494768484,0.9962848252707251,0.9962848252707251,0.9930819608008592,normal
IRCLT-0001,33,96,normal,normal,21183872374.93497,14.708718945079177,0.963484125690521,0.963484125690521,1.006016744025272,normal
IRCLT-0001,34,97,normal,normal,19236704722.08051,14.733820111218092,0.997652777282385,0.997652777282385,1.00379442835388,normal
IRCLT-0001,35,99,normal,normal,20137267014.855537,15.47279761154088,0.9562488534699668,0.9562488534699668,1.022393412943343,normal
IRCLT-0001,36,101,normal,normal,20385808633.11904,13.530437177291248,0.9710670558886934,0.9710670558886934,1.0173992806141112,normal
IRCLT-0001,37,102,normal,normal,20383941299.112595,14.664443535472058,0.9925402328591988,0.9925402328591988,0.9996646998520644,normal
IRCLT-0001,38,106,normal,normal,19279978831.10831,14.938908676763706,0.9640120463381334,0.9640120463381334,1.0059729450345472,normal
IRCLT-0001,39,107,normal,normal,19854583055.772068,14.43494351193041,0.9689187360011084,0.9689187360011084,0.999200343872323,normal
IRCLT-0001,40,110,normal,normal,20528987970.141006,14.71018442959039,0.9920542997033324,0.9920542997033324,1.0096158875174814,normal
IRCLT-0001,41,115,normal,normal,18594061327.455624,14.614473971422749,0.9693205719559176,0.9693205719559176,1.0186787060409712,normal
IRCLT-0001,42,117,normal,normal,19734668558.973,14.100299900656072,0.97337430471864,0.97337430471864,1.0093441202686375,normal
IRCLT-0001,43,121,normal,normal,18325038993.895058,14.246881819730168,0.9745744567088402,0.9745744567088402,1.0029288111565202,normal
IRCLT-0001,44,124,normal,normal,19548294556.554768,14.74221756300933,0.9726144672718972,0.9726144672718972,1.0121223069234857,normal
IRCLT-0001,45,128,normal,normal,21460856630.45748,14.236009382711512,0.9583777964498842,0.9583777964498842,1.015123683615659,normal
IRCLT-0001,46,133,normal,normal,21234331611.08313,14.585261414886164,0.984475429071596,0.984475429071596,0.9884333025689876,normal
IRCLT-0001,47,135,normal,normal,20960478703.763607,14.068455575199232,0.9735276520308956,0.9735276520308956,0.9974458425195832,normal
IRCLT-0001,48,136,normal,normal,19434889033.82492,13.441615025931618,0.9858102193799037,0.9858102193799037,0.9972737163615846,normal
IRCLT-0001,49,138,normal,normal,20347628412.75281,15.30144140305812,0.9704994923012704,0.9704994923012704,1.0244858134135306,normal
IRCLT-0001,50,143,normal,normal,19910128598.06664,14.89525168052266,0.9672816645038876,0.9672816645038876,1.0153001895096356,normal
IRCLT-0001,51,146,normal,normal,18790813497.017147,14.104510036059924,0.9856378679646084,0.9856378679646084,1.0064931728448154,normal
IRCLT-0001,52,147,normal,normal,20504600703.90429,14.157195426684948,0.9872835974090204,0.9872835974090204,1.0000912017797647,normal
IRCLT-0001,53,150,normal,normal,20693711846.159267,14.611517213348522,0.98142073653048,0.98142073653048,0.9965265584907936,normal
IRCLT-0001,54,155,normal,normal,20063424940.49153,14.279212899805694,0.9970591417313884,0.9970591417313884,0.987873867635788,normal
IRCLT-0001,55,158,normal,normal,21717275087.814365,14.06632073334726,1.003934316496251,1.003934316496251,0.9889382064353882,normal
IRCLT-0001,56,160,normal,normal,20768215156.35615,14.206770907667408,0.9945011666381022,0.9945011666381022,0.9892347160632232,normal
IRCLT-0001,57,165,normal,normal,20742340284.20789,13.87598503999286,0.9962562489457396,0.9962562489457396,1.0003644520476789,normal
IRCLT-0001,58,169,normal,normal,19330413416.45561,14.636896327671746,0.9571899751423888,0.9571899751423888,0.9928653211127249,normal
IRCLT-0001,59,173,normal,normal,20165552562.102005,13.882758929548256,0.9736411543551774,0.9736411543551774,1.0054354704713893,normal
IRCLT-0001,60,175,normal,normal,18354766862.869045,14.242289666440156,0.971867256719695,0.971867256719695,1.0125562870514495,normal
IRCLT-0001,61,177,normal,normal,20522859640.19448,14.188481483069184,1.001305657950348,1.001305657950348,1.00560454423834,normal
IRCLT-0001,62,181,normal,normal,20178653969.420868,14.314036890738333,0.9724433363674893,0.9724433363674893,1.0047716897718113,normal
IRCLT-0001,63,186,normal,normal,22638231291.23997,13.393050420645702,0.9945893614991904,0.9945893614991904,0.99392104418011,normal
IRCLT-0001,64,187,normal,normal,20048715534.200462,14.371814290282307,0.9782299957927352,0.9782299957927352,1.015100201601959,normal
IRCLT-0001,65,189,normal,normal,18788317522.83329,14.11751052888248,0.967358003246803,0.967358003246803,1.0116812200335554,normal
IRCLT-0001,66,192,normal,normal,20826066531.843506,13.46237561806048,1.0163700610690425,1.0163700610690425,0.9785200906102708,normal
IRCLT-0001,67,195,normal,normal,21921489664.309223,15.830376779611528,0.9782892157063552,0.9782892157063552,1.009206168590062,normal
IRCLT-0001,68,196,normal,normal,21213809700.42876,14.23162927892742,0.978133547722384,0.978133547722384,1.0231736236682332,normal
IRCLT-0001,69,201,normal,normal,22652355044.184418,14.14279820451347,0.9602296137687027,0.9602296137687027,0.9990821783370224,normal
IRCLT-0001,70,203,normal,normal,22318566546.82561,14.1474279198042,0.9592822070929792,0.9592822070929792,1.0092689715017005,normal
IRCLT-0001,71,207,normal,normal,19363169872.62687,14.097949693963486,0.9752442790056912,0.9752442790056912,1.0057831415343783,normal
IRCLT-0001,72,209,normal,normal,19524433108.52013,14.173582676098953,0.9602028881246872,0.9602028881246872,1.0386772912946023,normal
IRCLT-0001,73,211,normal,normal,20188913642.91117,13.69452926262121,0.9973382064251782,0.9973382064251782,0.9919746648576548,normal
IRCLT-0001,74,216,normal,normal,18948705811.227283,14.62861499722564,0.95880934893592,0.95880934893592,1.016675932049521,normal
IRCLT-0001,75,218,normal,normal,20753724909.997803,14.347958886980985,0.9860533078031436,0.9860533078031436,0.995990779416398,normal
IRCLT-0001,76,221,normal,normal,19654157041.84183,13.246533625696012,0.9827596231220552,0.9827596231220552,1.0141136930460437,normal
IRCLT-0001,77,224,normal,normal,19082277517.72833,13.995680588986774,0.9941610980394876,0.9941610980394876,1.0096847595188572,normal
IRCLT-0001,78,226,normal,normal,20180867351.680965,14.886450346681562,0.9828371277596162,0.9828371277596162,1.0089838687225283,normal
IRCLT-0001,79,228,normal,normal,21365612444.336662,14.508143881529572,0.9419888519496448,0.9419888519496448,1.0279617316614498,normal
IRCLT-0001,80,229,normal,normal,18922452290.731754,14.213755393691605,0.9761748693646948,0.9761748693646948,1.0098579480124712,normal
IRCLT-0001,81,230,normal,normal,22300645416.02165,14.315256288836617,0.9848394271227224,0.9848394271227224,1.0028736512104617,normal
IRCLT-0001,82,232,normal,normal,19171305255.49792,13.7916396522748,0.9831220030590226,0.9831220030590226,1.0190312247322375,normal
IRCLT-0001,83,237,normal,normal,21943563655.48579,14.3239206923008,0.9766812776569044,0.9766812776569044,1.001618642192751,normal
IRCLT-0001,84,240,normal,normal,20066786481.64739,14.153122807985026,0.9824447294509452,0.9824447294509452,0.9990181815963692,normal
IRCLT-0001,85,245,normal,normal,20525172725.48546,14.462101111015905,0.992425680761815,0.992425680761815,1.0019497850323154,normal
IRCLT-0001,86,250,normal,normal,21001621622.185307,14.11583373678492,0.9698921994172442,0.9698921994172442,0.9966885012705492,normal
IRCLT-0001,87,253,normal,normal,22078466392.419502,13.849314234692526,0.9874382306102364,0.9874382306102364,1.0016229285041856,normal
IRCLT-0001,88,258,normal,normal,20922112919.99166,14.038366602774682,1.012226626070685,1.012226626070685,1.007424084486983,normal
IRCLT-0001,89,259,normal,normal,20740001020.38412,15.710775502475096,0.9813117103224672,0.9813117103224672,1.0188968514262715,normal
IRCLT-0001,90,263,normal,normal,21601597483.28484,15.359991058130651,0.9728068930129268,0.9728068930129268,0.9953558369579432,normal
IRCLT-0001,91,267,normal,normal,21032629305.43638,14.190295842041571,1.0121227217661175,1.0121227217661175,0.9910972963127784,normal
IRCLT-0001,92,272,normal,normal,20045392443.588425,14.522240753666392,0.9680081042627448,0.9680081042627448,1.0240821348028442,normal
IRCLT-0001,93,275,normal,normal,19181168586.77069,14.805751689497646,0.9806637435120052,0.9806637435120052,0.9994182219005086,normal
IRCLT-0001,94,280,normal,normal,19886374476.30782,14.157753079193174,0.9924768585263872,0.9924768585263872,0.9883864861087976,normal
IRCLT-0001,95,285,normal,normal,21879248753.322742,14.127283598453484,1.0015935224023087,1.0015935224023087,0.991727822181948,normal
IRCLT-0001,96,286,normal,normal,20637057996.416065,14.077871344692593,0.9996755505161335,0.9996755505161335,1.0028972047340634,normal
IRCLT-0001,97,288,normal,normal,21945224152.174686,13.729487969245518,0.9788415264002696,0.9788415264002696,1.0036854587358914,normal
IRCLT-0001,98,290,normal,normal,18723361932.77936,14.953215765532748,0.9652797326850032,0.9652797326850032,1.012711586074221,normal
IRCLT-0001,99,295,normal,normal,20602378578.585884,13.831722603105488,0.9627249203772256,0.9627249203772256,1.015701549112676,normal
IRCLT-0001,100,297,normal,normal,20575018087.020496,14.402757224825285,0.9737754652162148,0.9737754652162148,1.0164957738647946,normal
IRCLT-0001,101,301,normal,normal,20894275918.524963,14.236420121292335,0.9668171298285426,0.9668171298285426,0.9911364043487196,normal
IRCLT-0001,102,303,normal,normal,20098814918.38075,15.433299596988372,0.9872176375847936,0.9872176375847936,1.014315180943054,normal
IRCLT-0001,103,305,normal,normal,21102080497.914955,15.258830199576416,0.952100092957904,0.952100092957904,1.034707349638971,normal
IRCLT-0001,104,307,normal,normal,20272736283.41936,13.739299005230237,0.981146167193281,0.981146167193281,1.0103391567569346,normal
IRCLT-0001,105,310,normal,normal,20148958534.088,14.5085882956037,0.9738008436032868,0.9738008436032868,1.0146641363964397,normal
IRCLT-0001,106,313,normal,normal,19961121474.483536,14.418448347254358,0.995805573770904,0.995805573770904,0.9875057459713809,normal
IRCLT-0001,107,318,normal,normal,20101242689.277668,14.702895509233604,0.9817719814498947,0.9817719814498947,0.995649586407748,normal
IRCLT-0001,108,319,normal,normal,20759477767.064148,14.292196569406771,0.985679032176897,0.985679032176897,1.0016381652290491,normal
IRCLT-0001,109,321,normal,normal,20820716463.36579,14.05748994659237,0.9842457251111588,0.9842457251111588,1.0030575301152258,normal
IRCLT-0001,110,558,normal,normal,21178751337.067024,15.487222476825558,0.9706506277111768,0.9706506277111768,1.0104705574171882,normal
IRCLT-0002,1,0,normal,normal,27906383374.18976,17.177442679632325,1.00066652888048,1.00066652888048,1.0122035419888364,normal
IRCLT-0002,2,3,normal,normal,28780346727.363937,16.494433511905406,1.0159373654076755,1.0159373654076755,0.991281121486114,normal
IRCLT-0002,3,7,normal,normal,28004969583.02102,16.690473612587073,1.0376998257173204,1.0376998257173204,1.0033673911271366,normal
IRCLT-0002,4,9,normal,normal,27812331285.582664,16.663959247093235,1.0160441234430762,1.0160441234430762,0.996450815691126,normal
IRCLT-0002,5,12,normal,normal,28726662647.687763,16.972672400097466,1.0427588032550243,1.0427588032550243,0.981216331992701,normal
IRCLT-0002,6,14,normal,normal,27378330364.387115,17.432473271313135,1.0372101099083388,1.0372101099083388,0.9946245518897594,normal
IRCLT-0002,7,19,normal,normal,26295949817.20321,16.8424444781689,1.0299725861005156,1.0299725861005156,0.9968448282255634,normal
IRCLT-0002,8,21,normal,normal,28880235316.46267,16.79541122949135,1.0209732644519816,1.0209732644519816,0.9831420945943836,normal
IRCLT-0002,9,22,normal,normal,26994848829.721058,16.202523950604434,1.0335430971508266,1.0335430971508266,0.9786997261629116,normal
IRCLT-0002,10,27,normal,normal,29736764023.005863,16.997882617545663,1.0072857345691797,1.0072857345691797,0.9937901306524534,normal
IRCLT-0002,11,31,normal,normal,28616950672.292183,17.345011130374214,1.01735389146121,1.01735389146121,0.9969661110193092,normal
IRCLT-0002,12,32,normal,normal,25003756330.334568,17.419128514045834,1.026190862453464,1.026190862453464,1.0043735134192138,normal
IRCLT-0002,13,35,normal,normal,26750648689.93844,17.444856674942923,1.056870262431861,1.056870262431861,0.988303390963968,normal
IRCLT-0002,14,37,normal,normal,28336295982.59318,16.664622216497705,1.036409841079158,1.036409841079158,0.9944084718970928,normal
IRCLT-0002,15,38,normal,normal,28194997109.77526,16.86417309951205,1.0248273307119278,1.0248273307119278,0.9909858152436306,normal
IRCLT-0002,16,42,normal,normal,26108784685.28639,17.423346220334853,0.9915535872055192,0.9915535872055192,1.0139048049932728,normal
IRCLT-0002,17,43,normal,normal,28669491619.35696,16.58481253274602,0.9978438869579306,0.9978438869579306,1.005567440795634,normal
IRCLT-0002,18,48,normal,normal,29886167790.46228,17.068643964337944,1.0213863574258246,1.0213863574258246,0.99547373273945,normal
IRCLT-0002,19,49,normal,normal,27080309553.92463,16.666454369021885,0.9991090787075776,0.9991090787075776,1.007894212152626,normal
IRCLT-0002,20,50,normal,normal,27111478644.1283,18.02865241638375,1.0029521098806504,1.0029521098806504,0.9886882796856384,normal
IRCLT-0002,21,51,normal,normal,26613079296.949364,17.191880694990818,1.0090697096270618,1.0090697096270618,1.0139687402407749,normal
IRCLT-0002,22,54,normal,normal,27143547940.595657,16.59040948634602,1.0156777626645812,1.0156777626645812,0.9909895031260468,normal
IRCLT-0002,23,58,normal,normal,27087894428.60735,17.105720199400846,0.9898788841338756,0.9898788841338756,1.009505559469658,normal
IRCLT-0002,24,59,normal,normal,27459020310.48823,17.161440379723746,0.988298068078878,0.988298068078878,1.0174143353853762,normal
IRCLT-0002,25,61,normal,normal,29822174323.64582,16.999990502357843,1.0278398649988856,1.0278398649988856,1.0019569274908895,normal
IRCLT-0002,26,64,normal,normal,28112117721.983208,16.913589781000862,1.0091206236906531,1.0091206236906531,1.0182998950678066,normal
IRCLT-0002,27,65,normal,normal,30456286628.109325,16.89858491904762,1.042934614611279,1.042934614611279,0.9811525653784487,normal
IRCLT-0002,28,68,normal,normal,30401157948.951744,16.42790263097822,1.021829319666299,1.021829319666299,0.9940963896206272,normal
IRCLT-0002,29,70,normal,normal,27822614235.195053,17.70211711547826,1.0303693455508445,1.0303693455508445,1.001049627413733,normal
IRCLT-0002,30,72,normal,normal,26198528342.071865,17.154820408934924,1.0219459260480024,1.0219459260480024,1.000250063215528,normal
IRCLT-0002,31,75,normal,normal,27816677330.566704,17.09825878798265,1.0010753196684143,1.0010753196684143,1.0098436472747785,normal
IRCLT-0002,32,80,normal,normal,26463402855.66061,17.257158343062006,0.9798919240226276,0.9798919240226276,1.0227389776036135,normal
IRCLT-0002,33,84,normal,normal,29940165305.11476,17.44001893775885,1.0138268981868532,1.0138268981868532,1.0010922271086216,normal
IRCLT-0002,34,89,normal,normal,28001496854.837486,16.112746526555213,1.0418930732730711,1.0418930732730711,0.9892192270648644,normal
IRCLT-0002,35,94,normal,normal,28343088478.46548,16.576230657194255,1.0258632986013183,1.0258632986013183,0.9904269299179916,normal
IRCLT-0002,36,96,normal,normal,27939080388.193108,16.414094704106333,1.0405984470751188,1.0405984470751188,0.988377469290062,normal
IRCLT-0002,37,97,normal,normal,25666611380.319256,17.28127516538318,1.0163127847896698,1.0163127847896698,1.0217141559625251,normal
IRCLT-0002,38,100,normal,normal,29463882558.983185,17.075517557585915,1.0262205872456407,1.0262205872456407,0.9919075415202778,normal
IRCLT-0002,39,101,normal,normal,28496766416.436028,17.10803577017099,1.003325611777082,1.003325611777082,0.998583732618146,normal
IRCLT-0002,40,104,normal,normal,28015550278.14452,17.307642513830658,1.024121286103136,1.024121286103136,0.9987113777411016,normal
IRCLT-0002,41,109,normal,normal,26429942222.90075,16.62153492589858,1.0228020151613555,1.0228020151613555,0.9888230188157277,normal
IRCLT-0002,42,111,normal,normal,27287814617.17603,16.896644213674755,1.0001436100261327,1.0001436100261327,1.0116460196658217,normal
IRCLT-0002,43,115,normal,normal,28782267028.826435,17.134233220881082,1.021794243424042,1.021794243424042,0.997163049498848,normal
IRCLT-0002,44,120,normal,normal,26235092840.32508,17.45825732612083,1.0105961745892345,1.0105961745892345,1.0170768570222628,normal
IRCLT-0002,45,121,normal,normal,27758558962.76924,17.43929873728097,1.007165330314511,1.007165330314511,1.011011498465564,normal
IRCLT-0002,46,126,normal,normal,24360503565.51488,17.2160384340468,1.0279961898301555,1.0279961898301555,1.0009119620171274,normal
IRCLT-0002,47,127,normal,normal,29324395571.59553,16.973282928572413,1.0301136152659092,1.0301136152659092,1.026640932862491,normal
IRCLT-0002,48,132,normal,normal,28232697657.344524,15.60999514421464,1.0651512145847457,1.0651512145847457,0.975463878544978,normal
IRCLT-0002,49,135,normal,normal,28756641901.841484,17.563382375284156,1.0287932305059102,1.0287932305059102,0.987196447411225,normal
IRCLT-0002,50,137,normal,normal,28308926284.250668,16.417650775203786,1.0488427868929584,1.0488427868929584,0.9791119439353768,normal
IRCLT-0002,51,140,normal,normal,26628841859.25828,17.007199901969464,1.003645263031936,1.003645263031936,1.0142447227930451,normal
IRCLT-0002,52,141,normal,normal,28382319480.439293,16.328822050998866,1.0314524170673196,1.0314524170673196,0.9879170624591028,normal
IRCLT-0002,53,144,normal,normal,27404490926.018665,17.497298900400942,1.0001216846333467,1.0001216846333467,1.019818508645581,normal
IRCLT-0002,54,146,normal,normal,26578736443.17199,16.760704470743963,1.0140181605604532,1.0140181605604532,1.00021816034898,normal
IRCLT-0002,55,147,normal,normal,27414007839.40513,17.324147258133724,0.9926699974055344,0.9926699974055344,1.0129817757105506,normal
IRCLT-0002,56,150,normal,normal,26174930778.237988,16.236082091807834,1.0124094000953616,1.0124094000953616,1.0014992501247089,normal
IRCLT-0002,57,151,normal,normal,27823520237.00252,16.563725117845394,1.033258494073106,1.033258494073106,0.997322855551742,normal
IRCLT-0002,58,153,normal,normal,29741355368.90829,16.67736183444374,1.0493081564128843,1.0493081564128843,1.0005264074260578,normal
IRCLT-0002,59,156,normal,normal,29227757592.63637,16.812745514433274,1.0461300326742695,1.0461300326742695,0.9951595348132404,normal
IRCLT-0002,60,159,normal,normal,25975146981.24392,18.09963884284281,1.0316581398043023,1.0316581398043023,1.0049872870246035,normal
IRCLT-0002,61,162,normal,normal,27071667524.10438,16.19829269529969,1.0106270865965243,1.0106270865965243,1.012262010161137,normal
IRCLT-0002,62,166,normal,normal,28377032183.7364,16.655020782788363,1.025261103146099,1.025261103146099,0.9952474640423488,normal
IRCLT-0002,63,167,normal,normal,25371096579.27004,17.07342672970868,1.0239446810186934,1.0239446810186934,1.0001056288055847,normal
IRCLT-0002,64,172,normal,normal,28325350662.78916,17.407573490971693,1.0304574485867817,1.0304574485867817,1.007697684586101,normal
IRCLT-0002,65,173,normal,normal,28159336835.41261,17.927995876952966,1.0295256635957608,1.0295256635957608,1.0164552652734604,normal
IRCLT-0002,66,177,normal,normal,27359647345.98045,17.222501918189337,1.019934449508343,1.019934449508343,1.0084209322182067,normal
IRCLT-0002,67,179,normal,normal,25792386268.461967,18.03560814689933,1.0129552952803969,1.0129552952803969,1.01887433583223,normal
IRCLT-0002,68,184,normal,normal,27167966466.668148,16.975555077845765,1.0259420641311408,1.0259420641311408,0.9907032087071396,normal
IRCLT-0002,69,186,normal,normal,31776833124.71311,16.522171801988993,1.0150445289480114,1.0150445289480114,1.0027917130365829,normal
IRCLT-0002,70,190,normal,normal,30323310087.28032,16.092429796892386,1.0567601334706798,1.0567601334706798,0.9834573246252644,normal
IRCLT-0002,71,191,normal,normal,26470143373.732822,17.084910289015784,1.0200836482461129,1.0200836482461129,0.998999780503957,normal
IRCLT-0002,72,195,normal,normal,26620244313.90465,16.271598371697785,1.0503891008913109,1.0503891008913109,0.9781630964578392,normal
IRCLT-0002,73,200,normal,normal,28575844252.51647,16.951341654274792,1.0261496829783328,1.0261496829783328,0.9823574349304453,normal
IRCLT-0002,74,203,normal,normal,26337666088.059303,16.64354780931556,0.9955053343499808,0.9955053343499808,1.0119471410364187,normal
IRCLT-0002,75,207,normal,normal,28328979677.362232,16.381815347758675,1.0232225452994783,1.0232225452994783,1.005661840023862,normal
IRCLT-0002,76,212,normal,normal,27585833403.55249,17.055616022058395,1.0322388597254684,1.0322388597254684,0.9969261764082872,normal
IRCLT-0002,77,213,normal,normal,25631210168.97659,16.77191213282972,1.0011501015196531,1.0011501015196531,1.007560695849912,normal
IRCLT-0002,78,218,normal,normal,29020330367.79327,16.987158053404034,0.9734872666238956,0.9734872666238956,1.0240540297711134,normal
IRCLT-0002,79,220,normal,normal,28139702914.641747,16.93987008252429,1.011938830301601,1.011938830301601,0.9948434075398668,normal
IRCLT-0002,80,221,normal,normal,27090683022.01664,16.811068142510056,1.0244819235032196,1.0244819235032196,0.9941746412209286,normal
IRCLT-0002,81,222,normal,normal,27577994927.90937,16.719924117165267,1.0452487562790562,1.0452487562790562,0.9896398593984485,normal
IRCLT-0002,82,224,normal,normal,28244146611.644382,16.464968569517595,1.0005258996962398,1.0005258996962398,1.0290904562000358,normal
IRCLT-0002,83,228,normal,normal,28417655090.53884,17.127613494076908,1.008310555057535,1.008310555057535,1.012578532581918,normal
IRCLT-0002,84,230,normal,normal,28692522360.899227,15.804808058243909,1.0248212389314908,1.0248212389314908,0.9913976267699762,normal
IRCLT-0002,85,233,normal,normal,25616767933.568146,16.651852567587586,1.0294442507536308,1.0294442507536308,0.9959977654445824,normal
IRCLT-0002,86,236,normal,normal,26550902646.58826,16.630564543715572,1.030981788446889,1.030981788446889,1.009510409107382,normal
IRCLT-0002,87,238,normal,normal,28427813663.427567,17.2976632478414,1.0185826012965655,1.0185826012965655,0.9990910926089503,normal
IRCLT-0002,88,242,normal,normal,27804616830.716427,16.33378142252567,1.0483069427823344,1.0483069427823344,0.9942624582895164,normal
IRCLT-0002,89,244,normal,normal,29439816788.52879,16.23912473762429,1.0419076796458406,1.0419076796458406,0.9893970593953348,normal
IRCLT-0002,90,245,normal,normal,27684517375.44284,16.909416567924357,1.0146214129333275,1.0146214129333275,0.9936331639006682,normal
IRCLT-0002,91,246,normal,normal,28097952128.663136,17.318740490555165,1.0075216126493434,1.0075216126493434,1.013786486601322,normal
IRCLT-0002,92,247,normal,normal,24618535724.30319,16.914901881399867,1.001625213170467,1.001625213170467,1.0130518019299226,normal
IRCLT-0002,93,249,normal,normal,26894258828.00828,17.103579341008608,1.022228906249962,1.022228906249962,1.006340872547424,normal
IRCLT-0002,94,252,normal,normal,29450301906.54875,16.84246304377463,1.01656018703989,1.01656018703989,1.0098152963190363,normal
IRCLT-0002,95,255,normal,normal,29032739027.019,16.789368333082535,1.036537529745893,1.036537529745893,1.013113416819019,normal
IRCLT-0002,96,260,normal,normal,26611048288.154552,16.86290271188143,1.0433000236082188,1.0433000236082188,0.9882081247506298,normal
IRCLT-0002,97,264,normal,normal,29569899366.48612,16.985269812785827,1.041463985251691,1.041463985251691,0.9951930817781058,normal
IRCLT-0002,98,265,normal,normal,27600303085.702614,16.991758022712762,1.0024573738967908,1.0024573738967908,1.0101337071912375,normal
IRCLT-0002,99,270,normal,normal,27693419299.141453,16.956138628877206,1.0122279943885792,1.0122279943885792,1.0135983116799188,normal
IRCLT-0002,100,275,normal,normal,27415584235.439148,16.763187902040233,1.0327547683725906,1.0327547683725906,0.9967753146109722,normal
IRCLT-0002,101,280,normal,normal,27256064829.67104,16.517854567055522,1.0270302577775343,1.0270302577775343,0.9849523829389134,normal
IRCLT-0002,102,281,normal,normal,29368562874.51228,17.453248849455136,1.041644809591456,1.041644809591456,0.993179659566811,normal
IRCLT-0002,103,283,normal,normal,27763565524.62986,17.649658951334366,0.9849314801833652,0.9849314801833652,1.0255149205186465,normal
IRCLT-0002,104,284,normal,normal,28291388956.31734,17.09629630518457,1.006883437586675,1.006883437586675,1.0027277930148246,normal
IRCLT-0002,105,286,normal,normal,28758466004.50369,16.998776481061874,1.0288954454547274,1.0288954454547274,1.0016899677329878,normal
IRCLT-0002,106,290,normal,normal,28589924669.710945,17.175666494070327,0.9932857675460351,0.9932857675460351,1.0162004379016274,normal
