timestamp,azimuth_cmd,azimuth_actual,azimuth_error,pitch_cmd,pitch_actual,pitch_error,azimuth_current,pitch_current,temperature,vibration,mtf,label
0.15,6.0028,3.31947,2.68332,26.83487,25.64109,1.19378,3.0073,3.0,26.22,0.00094,0.3,degraded
0.16,6.39644,3.66526,2.73117,26.93046,25.72569,1.20477,3.0048,2.9839,26.22,0.01083,0.3,degraded
0.17,6.78882,3.99322,2.79559,27.02343,25.81549,1.20794,1.0621,3.0,26.35,0.01691,0.3,degraded
0.18,7.17987,4.36784,2.81203,27.11378,25.89631,1.21748,3.0038,3.0,26.23,0.00732,0.3,degraded
0.19,7.56951,4.70463,2.86489,27.20151,25.98169,1.21982,3.0184,2.9819,26.76,0.02234,0.3,degraded
0.2,7.95767,5.08992,2.86776,27.28663,26.0655,1.22113,3.0041,3.0,26.25,0.02707,0.3,degraded
0.21,8.34428,5.46272,2.88156,27.36913,26.15303,1.2161,3.032,2.9863,26.47,0.0012,0.3,degraded
0.22,8.72925,5.83081,2.89844,27.44903,26.23736,1.21168,3.0317,2.9976,26.77,0.01092,0.3,degraded
0.23,9.11253,6.18025,2.93227,27.52633,26.33016,1.19617,2.9914,3.0,26.84,0.00982,0.3,degraded
0.24,9.49402,6.62149,2.87254,27.60104,26.41912,1.18192,2.9793,3.0,26.88,0.01086,0.3,degraded
0.25,9.87368,7.02177,2.85191,27.67316,26.51486,1.1583,2.992,3.0,26.97,0.00939,0.3,degraded
0.26,10.25142,7.36304,2.88838,27.74269,26.60265,1.14004,2.2344,2.9953,26.62,0.01539,0.3,degraded
0.27,10.62717,7.71984,2.90733,27.80965,26.69566,1.11399,3.0042,3.0,27.26,0.00336,0.3,degraded
0.28,11.00087,8.08114,2.91973,27.87405,26.78069,1.09336,1.3618,2.9877,27.06,0.01548,0.3,degraded
0.29,11.37245,8.46692,2.90552,27.93589,26.87367,1.06222,2.9793,3.0,27.34,0.00995,0.3,degraded
0.3,11.74183,8.8259,2.91593,27.99519,26.95727,1.03791,2.9867,2.9937,26.91,0.00181,0.3,degraded
0.31,12.10896,9.21861,2.89035,28.05194,27.04842,1.00352,3.0195,2.9888,27.32,0.0037,0.3,degraded
0.32,12.47378,9.57312,2.90065,28.10616,27.13413,0.97204,2.9777,3.0,27.26,0.01904,0.3,degraded
0.33,12.8362,9.97541,2.86079,28.15787,27.22521,0.93266,3.0027,3.0,27.53,0.02822,0.3,degraded
0.34,13.19618,10.34228,2.8539,28.20707,27.30863,0.89844,2.9917,2.988,27.61,0.0034,0.3,degraded
0.35,13.55364,10.7729,2.78075,28.25378,27.3982,0.85558,3.0,2.9864,27.72,0.01623,0.3,degraded
0.36,13.90854,11.13619,2.77234,28.298,27.48018,0.81782,2.9932,3.0,27.6,0.00136,0.3,degraded
0.37,14.2608,11.5043,2.7565,28.33975,27.56799,0.77176,3.0236,2.9911,27.86,0.00285,0.3,degraded
0.38,14.61036,11.84495,2.76541,28.37904,27.649,0.73004,3.0022,3.0,27.93,0.0104,0.3,degraded
0.39,14.95718,12.17725,2.77993,28.41589,27.73764,0.67825,2.9953,2.9871,28.12,0.00656,0.3,degraded
0.4,15.30118,12.59455,2.70663,28.45031,27.8216,0.62871,3.0098,2.9913,28.26,0.01319,0.3,degraded
0.41,15.64233,12.97164,2.67068,28.48231,27.91413,0.56818,3.0027,2.9943,28.2,0.01011,0.3,degraded
0.42,15.98055,13.29916,2.68139,28.51191,28.00105,0.51085,2.9924,2.9951,28.04,0.00094,0.3,degraded
0.43,16.3158,13.63601,2.6798,28.53912,28.09374,0.44538,2.9902,2.9966,28.31,0.00138,0.3,degraded
0.44,16.64803,13.96419,2.68384,28.56396,28.18118,0.38278,1.8243,2.9817,28.75,0.00995,0.3,degraded
0.45,16.97718,14.29693,2.68025,28.58644,28.27736,0.30909,2.9779,3.0,28.65,0.01879,0.3,degraded
0.46,17.3032,14.69159,2.61161,28.60659,28.36724,0.23935,2.9774,2.9968,28.06,0.01746,0.3,degraded
0.47,17.62605,15.03876,2.58729,28.62442,28.4627,0.16172,2.9967,3.0,28.6,0.00739,0.3,degraded
0.48,17.94567,15.37217,2.5735,28.63994,28.55063,0.08931,2.9992,2.9964,28.83,0.00439,0.3,degraded
0.49,18.26202,15.68635,2.57567,28.65318,28.6442,0.00898,3.0218,2.9853,28.74,0.00394,0.3,degraded
0.5,18.57506,16.03935,2.53571,28.66414,28.73069,-0.06654,3.0102,2.9946,28.81,0.00951,0.3,degraded
0.51,18.88474,16.41193,2.47281,28.67286,28.8224,-0.14954,3.0151,3.0,28.93,0.01486,0.3,degraded
0.52,19.19102,16.71831,2.47271,28.67935,28.90084,-0.2215,2.9755,3.0,29.13,0.00663,0.3,degraded
0.53,19.49386,17.03036,2.4635,28.68362,28.97242,-0.28879,2.9996,3.0,28.97,0.00888,0.3,degraded
0.54,19.79322,17.34161,2.45161,28.68571,29.0177,-0.33199,3.0166,2.9941,29.42,0.01795,0.3,degraded
0.55,20.08905,17.63615,2.4529,28.68562,29.07033,-0.38471,2.227,2.9922,29.29,0.00862,0.3,degraded
0.56,20.38134,17.95659,2.42474,28.68338,29.109,-0.42562,2.9995,3.0,29.24,0.00637,0.3,degraded
0.57,20.67003,18.32016,2.34986,28.67901,29.1489,-0.46989,2.9917,3.0,29.62,0.01614,0.3,degraded
0.58,20.95509,18.61523,2.33986,28.67253,29.17439,-0.50186,2.983,3.0,29.27,0.01846,0.3,degraded
0.59,21.2365,18.91957,2.31693,28.66396,29.20108,-0.53712,2.9934,3.0,29.53,0.02254,0.3,degraded
0.6,21.51422,19.2389,2.27532,28.65332,29.21272,-0.5594,3.0158,2.9953,29.63,0.01376,0.3,degraded
0.61,21.78822,19.51359,2.27463,28.64064,29.22629,-0.58565,3.0007,2.9765,30.13,0.00434,0.3,degraded
0.62,22.05847,19.86256,2.19591,28.62594,29.23217,-0.60623,2.9988,2.9997,29.82,0.00791,0.3,degraded
0.63,22.32495,20.18729,2.13766,28.60924,29.22798,-0.61874,2.9886,2.9762,29.7,0.01802,0.3,degraded
0.64,22.58763,20.4446,2.14303,28.59056,29.20925,-0.61869,2.995,3.0,30.03,0.0031,0.3,degraded
0.65,22.84649,20.7226,2.12389,28.56993,29.19819,-0.62826,3.006,2.9877,30.28,0.00576,0.3,degraded
0.66,23.1015,20.98813,2.11337,28.54737,29.1831,-0.63573,2.997,3.0,30.43,0.02283,0.3,degraded
0.67,23.35265,21.23406,2.11859,28.5229,29.17264,-0.64975,3.0129,2.9789,30.71,0.0,0.3,degraded
0.68,23.59992,21.50166,2.09826,28.49655,29.15279,-0.65624,3.0103,3.0,30.68,0.02134,0.3,degraded
0.69,23.84329,21.76287,2.08041,28.46834,29.14011,-0.67177,2.991,3.0,30.6,0.00799,0.3,degraded
0.7,24.08273,22.02964,2.05309,28.4383,29.11998,-0.68169,3.0082,3.0,30.54,0.00199,0.3,degraded
0.71,24.31825,22.30246,2.01578,28.40645,29.10079,-0.69435,2.9839,2.9863,31.02,0.00121,0.3,degraded
0.72,24.54982,22.58303,1.96679,28.37281,29.07372,-0.70091,3.0105,3.0,30.83,0.00465,0.3,degraded
0.73,24.77743,22.8574,1.92003,28.33742,29.05159,-0.71417,2.99,2.9833,30.88,0.00302,0.3,degraded
0.74,25.00108,23.10126,1.89982,28.30029,29.01909,-0.7188,2.9836,3.0,31.02,0.00375,0.3,degraded
0.75,25.22075,23.34463,1.87613,28.26146,28.98894,-0.72748,2.9843,3.0,30.99,0.00688,0.3,degraded
0.76,25.43645,23.60277,1.83368,28.22094,28.94945,-0.72851,2.9952,2.9662,31.21,0.00134,0.3,degraded
0.77,25.64815,23.82652,1.82163,28.17877,28.91472,-0.73594,2.9993,2.9699,31.33,0.00259,0.3,degraded
0.78,25.85587,24.08323,1.77264,28.13497,28.87265,-0.73768,2.9913,3.0,31.57,0.02173,0.3,degraded
0.79,26.05959,24.28709,1.7725,28.08957,28.83381,-0.74424,2.987,3.0,31.46,0.01806,0.3,degraded
0.8,26.25932,24.52459,1.73473,28.04259,28.78794,-0.74535,2.993,3.0,31.38,0.00818,0.3,degraded
0.81,26.45506,24.75184,1.70322,27.99406,28.74772,-0.75367,2.9949,2.9974,31.41,0.00509,0.3,degraded
0.82,26.64681,24.99399,1.65282,27.944,28.69611,-0.75211,3.0231,2.9964,31.74,0.01158,0.3,degraded
0.83,26.83458,25.18573,1.64885,27.89245,28.64787,-0.75542,2.9072,2.9806,31.77,0.0,0.3,degraded
0.84,27.01837,25.42708,1.59128,27.83943,28.59304,-0.75361,3.0038,2.9972,31.74,0.00422,0.3,degraded
0.85,27.19818,25.62733,1.57085,27.78496,28.54561,-0.76065,3.0069,2.9953,31.8,0.00798,0.3,degraded
0.86,27.37403,25.79608,1.57795,27.72909,28.49186,-0.76277,2.9746,2.9898,31.98,0.00242,0.3,degraded
0.87,27.54593,26.0215,1.52443,27.67182,28.438,-0.76618,2.99,3.0,32.19,0.01468,0.3,degraded
0.88,27.71388,26.2033,1.51058,27.61319,28.37806,-0.76487,0.7135,3.0,31.94,0.00287,0.3,degraded
0.89,27.87791,26.44449,1.43342,27.55323,28.32501,-0.77179,3.012,3.0,32.13,0.0102,0.3,degraded
0.9,28.03802,26.61744,1.42058,27.49196,28.26584,-0.77388,2.9943,2.9926,32.3,0.00938,0.3,degraded
0.91,28.19424,26.78815,1.40609,27.42941,28.19474,-0.76533,0.8035,3.0,32.12,0.00965,0.3,degraded
0.92,28.34658,27.00542,1.34116,27.36561,28.11534,-0.74973,2.995,2.9918,32.29,0.01013,0.3,degraded
0.93,28.49505,27.16713,1.32792,27.30059,28.04161,-0.74102,3.0004,2.9932,32.34,0.00516,0.3,degraded
0.94,28.63969,27.35139,1.2883,27.23437,27.96062,-0.72624,2.9786,3.0,32.2,0.01983,0.3,degraded
0.95,28.78051,27.51049,1.27001,27.16699,27.8862,-0.71921,0.5029,3.0,32.51,0.01014,0.3,degraded
0.96,28.91753,27.6469,1.27063,27.09846,27.80417,-0.7057,3.0076,2.9972,32.57,0.0019,0.3,degraded
0.97,29.05079,27.81201,1.23877,27.02882,27.72735,-0.69853,3.0097,2.9999,32.73,0.01026,0.3,degraded
0.98,29.1803,27.94961,1.23069,26.9581,27.64258,-0.68448,2.9953,2.9972,32.57,0.00016,0.3,degraded
0.99,29.30609,28.10562,1.20047,26.88632,27.56713,-0.68081,3.0049,3.0,32.83,0.00191,0.3,degraded
1.0,29.4282,28.29386,1.13435,26.81351,27.48717,-0.67366,3.0104,3.0,33.13,0.00447,0.3,degraded
1.01,29.54666,28.45301,1.09365,26.73969,27.41338,-0.67369,2.9835,2.9933,33.32,0.01088,0.3,degraded
1.02,29.66149,28.56966,1.09183,26.6649,27.33387,-0.66896,0.3091,2.9954,33.27,0.01248,0.3,degraded
1.03,29.77273,28.77902,0.9937,26.58917,27.25882,-0.66965,2.9963,3.0,32.96,0.01696,0.3,degraded
1.04,29.88041,28.91779,0.96262,26.51251,27.17426,-0.66175,3.0068,2.9989,33.25,0.00772,0.3,degraded
1.05,29.98457,29.02029,0.96428,26.43496,27.09757,-0.66261,2.9952,2.9889,33.15,0.01117,0.3,degraded
1.06,30.08525,29.11571,0.96954,26.35654,27.01686,-0.66032,0.3138,2.9831,33.33,0.01119,0.3,degraded
1.07,30.18248,29.30748,0.875,26.27729,26.94476,-0.66747,3.0094,3.0,33.22,0.01248,0.3,degraded
1.08,30.27631,29.42993,0.84639,26.19722,26.86623,-0.66901,3.0117,3.0,33.12,0.00708,0.3,degraded
1.09,30.36677,29.5195,0.84727,26.11637,26.79215,-0.67578,2.9963,2.9772,33.37,0.00588,0.3,degraded
1.1,30.45392,29.60215,0.85176,26.03476,26.71242,-0.67766,3.0247,2.9767,33.56,0.00037,0.3,degraded
1.11,30.53778,29.68968,0.8481,25.95242,26.63906,-0.68664,2.9977,2.9721,33.54,0.0,0.3,degraded
1.12,30.6184,29.77152,0.84688,25.86938,26.56107,-0.6917,2.9846,3.0,33.59,0.00462,0.3,degraded
1.13,30.69584,29.86113,0.8347,25.78565,26.48951,-0.70385,2.9985,3.0,33.6,0.00146,0.3,degraded
1.14,30.77013,29.94419,0.82594,25.70128,26.40731,-0.70603,3.0037,2.9933,33.67,0.0,0.3,degraded
1.15,30.84133,30.03131,0.81001,25.61627,26.33002,-0.71375,3.0276,3.0,33.73,0.00493,0.3,degraded
1.16,30.90948,30.10746,0.80201,25.53067,26.24659,-0.71592,3.0108,3.0,33.65,0.00239,0.3,degraded
1.17,30.97463,30.18719,0.78744,25.44449,26.1708,-0.72631,2.9954,2.996,33.74,0.0,0.3,degraded
1.18,31.03683,30.25816,0.77868,25.35776,26.08998,-0.73221,3.003,2.9975,34.03,0.00349,0.3,degraded
1.19,31.09615,30.33702,0.75913,25.27051,26.01515,-0.74464,2.9784,3.0,33.83,0.00281,0.3,degraded
1.2,31.15262,30.41187,0.74075,25.18276,25.93148,-0.74872,2.9886,3.0,33.86,0.0,0.3,degraded
1.21,31.2063,30.49419,0.71211,25.09454,25.85331,-0.75877,2.9868,3.0,33.9,0.00348,0.3,degraded
1.22,31.25725,30.57023,0.68703,25.00587,25.76935,-0.76349,3.0129,3.0,33.9,0.00226,0.3,degraded
1.23,31.30552,30.65334,0.65218,24.91677,25.69228,-0.77551,2.9808,2.9958,33.9,0.0,0.3,degraded
1.24,31.35118,30.73097,0.62021,24.82727,25.61014,-0.78287,3.018,3.0,34.04,0.003,0.3,degraded
1.25,31.39426,30.81132,0.58294,24.7374,25.53297,-0.79557,3.0204,2.99,33.97,0.00328,0.3,degraded
1.26,31.43485,30.88328,0.55156,24.64717,25.44901,-0.80184,2.9799,3.0,34.07,0.0,0.3,degraded
1.27,31.47298,30.96181,0.51117,24.55661,25.3702,-0.81359,2.9878,3.0,34.01,0.0024,0.3,degraded
1.28,31.50873,31.03333,0.4754,24.46575,25.28287,-0.81712,3.0045,3.0,34.19,0.00307,0.3,degraded
1.29,31.54215,31.10953,0.43262,24.3746,25.20139,-0.82679,3.0073,2.9983,34.3,0.0,0.3,degraded
1.3,31.57331,31.18124,0.39207,24.28319,25.11405,-0.83085,3.0284,2.9941,34.23,0.00142,0.3,degraded
1.31,31.60226,31.25833,0.34393,24.19155,25.03299,-0.84144,3.0408,3.0,34.0,0.00402,0.3,degraded
1.32,31.62908,31.32876,0.30032,24.09968,24.94684,-0.84716,2.9948,3.0,34.43,0.0,0.3,degraded
1.33,31.65381,31.40612,0.24769,24.00762,24.86883,-0.86121,2.9924,3.0,34.4,0.00113,0.3,degraded
1.34,31.67653,31.47649,0.20004,23.91539,24.78518,-0.86978,2.9824,3.0,34.28,0.00449,0.3,degraded
1.35,31.6973,31.55012,0.14718,23.82301,24.70836,-0.88535,2.9867,2.9981,34.58,0.0,0.3,degraded
1.36,31.71618,31.617,0.09918,23.7305,24.6275,-0.897,2.9851,3.0,34.3,0.00091,0.3,degraded
1.37,31.73324,31.69043,0.04282,23.63787,24.55403,-0.91616,2.9939,2.9948,34.71,0.00403,0.3,degraded
1.38,31.74855,31.75891,-0.01036,23.54516,24.47424,-0.92909,3.0034,2.9999,34.58,0.0,0.3,degraded
1.39,31.76217,31.83451,-0.07234,23.45237,24.40009,-0.94772,2.9894,2.989,34.29,0.00083,0.3,degraded
1.4,31.77417,31.90614,-0.13197,23.35954,24.31568,-0.95614,3.0151,2.9881,34.7,0.00874,0.3,degraded
1.41,31.78461,31.95571,-0.1711,23.26667,24.23592,-0.96925,3.0155,3.0,34.66,0.00341,0.3,degraded
1.42,31.79357,31.98992,-0.19635,23.17379,24.14864,-0.97486,3.0021,2.9907,34.69,0.0,0.3,degraded
1.43,31.8011,32.02861,-0.2275,23.08091,24.06794,-0.98703,2.9875,2.9771,34.71,0.00516,0.3,degraded
1.44,31.80729,32.06338,-0.25609,22.98805,23.97195,-0.9839,2.9551,2.9766,34.85,0.00064,0.3,degraded
1.45,31.81218,32.10562,-0.29344,22.89524,23.88639,-0.99115,2.9809,3.0,34.85,0.00136,0.3,degraded
1.46,31.81587,32.13513,-0.31927,22.80249,23.79255,-0.99006,2.9867,3.0,34.7,0.00658,0.3,degraded
1.47,31.8184,32.152,-0.3336,22.70981,23.7019,-0.9921,3.0112,3.0,35.23,0.0009,0.3,degraded
1.48,31.81986,32.16323,-0.34338,22.61722,23.60612,-0.9889,3.005,2.9907,35.06,0.0,0.3,degraded
1.49,31.8203,32.18176,-0.36145,22.52474,23.5163,-0.99156,3.0257,3.0,35.04,0.00387,0.3,degraded
1.5,31.81981,32.19315,-0.37335,22.43238,23.42103,-0.98865,3.0009,2.9773,35.04,0.00162,0.3,degraded
1.51,31.81844,32.21086,-0.39243,22.34016,23.33277,-0.99261,2.984,3.0,35.38,0.0,0.3,degraded
1.52,31.81627,32.21921,-0.40295,22.2481,23.23815,-0.99005,2.9857,3.0,35.13,0.00673,0.3,degraded
1.53,31.81336,32.21156,-0.39821,22.1562,23.14764,-0.99144,2.9992,2.9932,35.4,0.00413,0.3,degraded
1.54,31.80979,32.19127,-0.38148,22.06449,23.05035,-0.98586,3.0292,3.0,35.36,0.0,0.3,degraded
1.55,31.80562,32.17659,-0.37097,21.97297,22.96033,-0.98736,2.9954,3.0,35.43,0.00326,0.3,degraded
1.56,31.80092,32.15583,-0.3549,21.88166,22.86242,-0.98075,3.0176,3.0,35.41,0.00267,0.3,degraded
1.57,31.79577,32.14032,-0.34455,21.79058,22.77083,-0.98025,2.992,2.9993,35.55,0.0,0.3,degraded
1.58,31.79022,32.11676,-0.32654,21.69973,22.67377,-0.97405,3.0004,3.0,35.7,0.0027,0.3,degraded
1.59,31.78435,32.09973,-0.31538,21.60912,22.58389,-0.97476,2.9919,2.989,35.8,0.00259,0.3,degraded
1.6,31.77822,32.07737,-0.29914,21.51878,22.48745,-0.96867,2.9975,3.0,35.71,0.0,0.3,degraded
1.61,31.77191,32.05983,-0.28792,21.4287,22.39577,-0.96706,3.0055,3.0,35.88,0.0031,0.3,degraded
1.62,31.76548,32.03995,-0.27447,21.33891,22.29755,-0.95865,2.9832,2.9992,36.09,0.00421,0.3,degraded
1.63,31.75899,32.03134,-0.27235,21.2494,22.20394,-0.95454,3.0274,2.9968,35.77,0.0,0.3,degraded
1.64,31.75252,32.01536,-0.26283,21.1602,22.06918,-0.90898,3.0037,2.9889,36.09,0.00185,0.3,degraded
1.65,31.74613,32.00581,-0.25968,21.0713,21.97741,-0.90611,2.9807,2.9758,36.01,0.00525,0.3,degraded
1.66,31.73989,31.99214,-0.25225,20.98273,21.88386,-0.90113,2.983,3.0,36.05,0.0,0.3,degraded
1.67,31.73386,31.98556,-0.25171,20.89448,21.79569,-0.90121,3.0066,2.9908,36.31,0.00156,0.3,degraded
1.68,31.7281,31.97416,-0.24606,20.80656,21.70327,-0.8967,3.021,2.9868,36.25,0.00386,0.3,degraded
1.69,31.72268,31.97026,-0.24758,20.71899,21.61875,-0.89975,3.0086,2.9817,36.21,0.0,0.3,degraded
1.7,31.71768,31.95867,-0.241,20.63177,21.52674,-0.89497,3.0078,2.9569,36.65,0.00069,0.3,degraded
1.71,31.71313,31.95209,-0.23896,20.54491,21.44116,-0.89625,3.0092,2.9898,36.65,0.00398,0.3,degraded
1.72,31.70912,31.93885,-0.22973,20.4584,21.35005,-0.89164,3.0099,3.0,36.28,0.0,0.3,degraded
1.73,31.70571,31.932,-0.22629,20.37227,21.26434,-0.89207,3.0091,3.0,36.41,0.00026,0.3,degraded
1.74,31.70295,31.91461,-0.21166,20.28651,21.17227,-0.88576,2.989,2.9824,36.79,0.00534,0.3,degraded
1.75,31.7009,31.90104,-0.20014,20.20113,21.08607,-0.88494,3.0095,2.9904,36.72,0.0,0.3,degraded
1.76,31.69963,31.87944,-0.17981,20.11613,20.99263,-0.8765,3.0136,3.0,37.05,0.0,0.3,degraded
1.77,31.6992,31.86367,-0.16448,20.03152,20.90487,-0.87335,2.9986,2.9759,36.98,0.00396,0.3,degraded
1.78,31.69965,31.84171,-0.14206,19.9473,20.81074,-0.86344,3.0052,3.0,37.0,0.00052,0.3,degraded
1.79,31.70106,31.82597,-0.12491,19.86347,20.72306,-0.85959,2.9796,3.0,36.86,0.0,0.3,degraded
1.8,31.70348,31.8069,-0.10342,19.78004,20.63012,-0.85007,2.9843,3.0,37.15,0.00318,0.3,degraded
1.81,31.70697,31.79484,-0.08787,19.69701,20.54307,-0.84606,3.0216,2.9962,36.95,0.00127,0.3,degraded
1.82,31.71157,31.77671,-0.06514,19.61438,20.45155,-0.83717,3.0029,2.9935,37.4,0.0,0.3,degraded
1.83,31.71735,31.76602,-0.04868,19.53214,20.36965,-0.8375,3.0049,2.9985,37.32,0.00418,0.3,degraded
1.84,31.72435,31.74646,-0.02211,19.45031,20.28237,-0.83205,3.0091,2.9961,37.2,0.00207,0.3,degraded
1.85,31.73263,31.73214,0.00049,19.36889,20.19936,-0.83047,3.0229,3.0,37.51,0.0,0.3,degraded
1.86,31.74225,31.71096,0.03129,19.28786,20.10931,-0.82145,2.9883,2.9847,37.78,0.0039,0.3,degraded
1.87,31.75325,31.69605,0.0572,19.20723,20.02756,-0.82033,2.9922,2.9882,37.48,0.00231,0.3,degraded
1.88,31.76567,31.67404,0.09163,19.127,19.94082,-0.81382,3.02,3.0,37.65,0.0,0.3,degraded
1.89,31.77958,31.6577,0.12189,19.04718,19.86284,-0.81567,3.008,2.9948,37.57,0.00288,0.3,degraded
1.9,31.79502,31.63403,0.16098,18.96774,19.77695,-0.8092,2.9939,3.0,37.71,0.00282,0.3,degraded
1.91,31.81202,31.61516,0.19687,18.88871,19.69764,-0.80893,2.998,3.0,37.53,0.0,0.3,degraded
1.92,31.83065,31.59135,0.23931,18.81006,19.60947,-0.79941,2.9943,3.0,37.82,0.00316,0.3,degraded
1.93,31.85094,31.5784,0.27254,18.7318,19.52735,-0.79555,3.0386,2.9927,37.89,0.00383,0.3,degraded
1.94,31.87293,31.56156,0.31137,18.65393,19.4394,-0.78548,3.0137,2.9997,38.21,0.0,0.3,degraded
1.95,31.89667,31.55146,0.34521,18.57643,19.35594,-0.77951,3.0099,2.9863,37.73,0.00182,0.3,degraded
1.96,31.9222,31.5354,0.3868,18.49931,19.2674,-0.76809,2.9763,3.0,38.02,0.00358,0.3,degraded
1.97,31.94955,31.5248,0.42476,18.42256,19.18731,-0.76475,2.9989,2.999,38.32,0.0,0.3,degraded
1.98,31.97877,31.50794,0.47083,18.34617,19.10027,-0.7541,2.975,3.0,38.15,0.00123,0.3,degraded
1.99,32.00989,31.49747,0.51241,18.27014,19.01908,-0.74893,2.9838,2.9944,38.22,0.00435,0.3,degraded
2.0,32.04294,31.48861,0.55433,18.19447,18.93098,-0.73651,2.9822,3.0,38.18,0.0,0.3,degraded
2.01,32.07796,31.49168,0.58628,18.11914,18.84793,-0.72879,3.0007,3.0,38.22,0.00251,0.3,degraded
2.02,32.11499,31.49832,0.61668,18.04415,18.7609,-0.71675,3.0285,2.9918,38.14,0.00715,0.3,degraded
2.03,32.15406,31.5157,0.63836,17.96949,18.68285,-0.71337,2.6709,3.0,38.37,0.00041,0.3,degraded
2.04,32.19518,31.5422,0.65298,17.89515,18.59704,-0.7019,3.006,3.0,38.37,0.00062,0.3,degraded
2.05,32.23841,31.5755,0.66291,17.82112,18.51658,-0.69546,2.9872,2.9903,38.59,0.00441,0.3,degraded
2.06,32.28375,31.60315,0.6806,17.7474,18.43215,-0.68475,2.9869,3.0,38.5,0.0002,0.3,degraded
2.07,32.33124,31.6366,0.69464,17.67398,18.35459,-0.68061,2.9242,2.9884,38.6,0.00124,0.3,degraded
2.08,32.38091,31.67265,0.70826,17.60084,18.27302,-0.67217,3.0168,3.0,38.65,0.00503,0.3,degraded
2.09,32.43276,31.72035,0.71242,17.52799,18.19785,-0.66986,3.0134,2.9925,38.76,0.0,0.3,degraded
2.1,32.48684,31.75959,0.72725,17.45539,18.11705,-0.66166,3.0009,3.0,38.73,0.00047,0.3,degraded
2.11,32.54316,31.80973,0.73343,17.38306,18.04043,-0.65737,2.9845,2.9881,38.7,0.00535,0.3,degraded
2.12,32.60173,31.85823,0.7435,17.31096,17.95853,-0.64757,2.9882,3.0,38.92,0.00056,0.3,degraded
2.13,32.66258,31.91297,0.7496,17.2391,17.88525,-0.64614,3.0102,3.0,39.11,0.0,0.3,degraded
2.14,32.72571,31.97064,0.75507,17.16747,17.80502,-0.63755,2.9967,2.988,39.01,0.00517,0.3,degraded
2.15,32.79116,32.03584,0.75532,17.09604,17.73207,-0.63603,2.9783,2.9944,38.94,0.00106,0.3,degraded
2.16,32.85892,32.0946,0.76432,17.0248,17.65365,-0.62884,3.0023,2.9959,39.06,0.0,0.3,degraded
2.17,32.92901,32.16015,0.76887,16.95376,17.58386,-0.6301,2.9979,2.9996,38.81,0.00346,0.3,degraded
2.18,33.00145,32.2188,0.78264,16.88288,17.50637,-0.62349,3.0334,3.0,39.14,0.00313,0.3,degraded
2.19,33.07623,32.29777,0.77846,16.81216,17.43353,-0.62137,3.0225,3.0,39.14,0.0,0.3,degraded
2.2,33.15337,32.37224,0.78113,16.74158,17.35378,-0.6122,2.9901,3.0,39.1,0.00364,0.3,degraded
2.21,33.23287,32.45467,0.7782,16.67113,17.2803,-0.60917,2.9984,3.0,39.17,0.00258,0.3,degraded
2.22,33.31474,32.53449,0.78026,16.6008,17.19851,-0.59771,2.9746,3.0,39.26,0.0,0.3,degraded
2.23,33.39898,32.62383,0.77516,16.53057,17.12285,-0.59229,3.0006,3.0,39.51,0.00414,0.3,degraded
2.24,33.4856,32.69976,0.78584,16.46042,17.04459,-0.58418,3.0058,2.9841,39.56,0.00415,0.3,degraded
2.25,33.57458,32.77628,0.7983,16.39034,16.97228,-0.58194,3.0073,3.0,39.3,0.0,0.3,degraded
